ID	単語	品詞	意味	コロケーション	和文	英文	英文穴埋め	タグ
w1920-1	scared	形容詞	（～が）こわい　〔be scared of で〕～がこわい	be scared of	妹は雷が怖いです。	My little sister <strong>is scared of</strong> thunder.	"My little sister <span class=""blank"">_____ _____ _____</span> thunder."	品詞:形容詞|単語:scared
w1920-2	scared	形容詞	（～が）こわい　〔be scared of で〕～がこわい	feel scared	電気が消えたとき怖くなりました。	I <strong>felt scared</strong> when the lights went out.	"I <span class=""blank"">_____ _____</span> when the lights went out."	品詞:形容詞|単語:scared
w1920-3	scared	形容詞	（～が）こわい　〔be scared of で〕～がこわい	scared to	彼はクラスの前で話すのが怖かった。	He was <strong>scared to</strong> speak in front of the class.	"He was <span class=""blank"">_____ _____</span> speak in front of the class."	品詞:形容詞|単語:scared
w1921-1	scary	形容詞	これい	too scary for	あのホラー映画は私には怖すぎた。	That horror movie was <strong>too scary for</strong> me.	"That horror movie was <span class=""blank"">_____ _____ _____</span> me."	品詞:形容詞|単語:scary
w1921-2	scary	形容詞	これい	looks scary	暗い森は夜になると恐ろしく見える。	The dark forest <strong>looks scary</strong> at night.	"The dark forest <span class=""blank"">_____ _____</span> at night."	品詞:形容詞|単語:scary
w1921-3	scary	形容詞	これい	scary experience	それは本当に怖い体験だった。	It was a really <strong>scary experience</strong>.	"It was a really <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:scary
w1922-1	second	形容詞	第２の、２番めの	second place	彼女はレースで２位になった。	She came in <strong>second place</strong> in the race.	"She came in <span class=""blank"">_____ _____</span> in the race."	品詞:形容詞|単語:second
w1922-2	second	形容詞	第２の、２番めの	second chance	もう一度チャンスをもらえますか？	Can I have a <strong>second chance</strong> to try?	"Can I have a <span class=""blank"">_____ _____</span> to try?"	品詞:形容詞|単語:second
w1922-3	second	形容詞	第２の、２番めの	second time	京都を訪れるのはこれで２回目です。	This is the <strong>second time</strong> I&#x27;ve visited Kyoto.	"This is the <span class=""blank"">_____ _____</span> I&#x27;ve visited Kyoto."	品詞:形容詞|単語:second
w1923-1	senior	形容詞	年上の、上級の	senior member	彼はチームの上級メンバーだ。	He is a <strong>senior member</strong> of the team.	"He is a <span class=""blank"">_____ _____</span> of the team."	品詞:形容詞|単語:senior
w1923-2	senior	形容詞	年上の、上級の	senior students	先輩の生徒たちがとても助けてくれた。	My <strong>senior students</strong> helped me a lot.	"My <span class=""blank"">_____ _____</span> helped me a lot."	品詞:形容詞|単語:senior
w1923-3	senior	形容詞	年上の、上級の	senior to	彼女は私より２歳年上だ。	She is two years <strong>senior to</strong> me.	"She is two years <span class=""blank"">_____ _____</span> me."	品詞:形容詞|単語:senior
w1924-1	serious	形容詞	（病気などが）重い、重大な	serious illness	彼は去年、重い病気にかかった。	He had a <strong>serious illness</strong> last year.	"He had a <span class=""blank"">_____ _____</span> last year."	品詞:形容詞|単語:serious
w1924-2	serious	形容詞	（病気などが）重い、重大な	serious damage	その事故で車に深刻なダメージが生じた。	The accident caused <strong>serious damage</strong> to the car.	"The accident caused <span class=""blank"">_____ _____</span> to the car."	品詞:形容詞|単語:serious
w1924-3	serious	形容詞	（病気などが）重い、重大な	serious problem	これは私たちが解決しなければならない重大な問題だ。	This is a <strong>serious problem</strong> we must solve.	"This is a <span class=""blank"">_____ _____</span> we must solve."	品詞:形容詞|単語:serious
w1925-1	seven	形容詞	7、７つの	seven days a week	私は週７日サッカーを練習している。	I practice soccer <strong>seven days a week</strong>.	"I practice soccer <span class=""blank"">_____ _____ _____ _____</span>."	品詞:形容詞|単語:seven
w1925-2	seven	形容詞	7、７つの	for seven nights	私たちはそこに７泊した。	We stayed there <strong>for seven nights</strong>.	"We stayed there <span class=""blank"">_____ _____ _____</span>."	品詞:形容詞|単語:seven
w1925-3	seven	形容詞	7、７つの	Seven of us	私たちのうち７人が修学旅行に行った。	<strong>Seven of us</strong> went on the school trip.	"<span class=""blank"">_____ _____ _____</span> went on the school trip."	品詞:形容詞|単語:seven
w1926-1	seventeen	形容詞	17の	at seventeen	彼女は17歳でプロのダンサーになった。	She became a professional dancer <strong>at seventeen</strong>.	"She became a professional dancer <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:seventeen
w1926-2	seventeen	形容詞	17の	seventeen students	私たちのクラスには17人の生徒がいる。	There are <strong>seventeen students</strong> in our class.	"There are <span class=""blank"">_____ _____</span> in our class."	品詞:形容詞|単語:seventeen
w1926-3	seventeen	形容詞	17の	for seventeen years	彼は17年間ギターを弾き続けている。	He has been playing guitar <strong>for seventeen years</strong>.	"He has been playing guitar <span class=""blank"">_____ _____ _____</span>."	品詞:形容詞|単語:seventeen
w1927-1	seventeenth	形容詞	17の番目の、１７日	the seventeenth of	私の誕生日は３月17日だ。	My birthday is on <strong>the seventeenth of</strong> March.	"My birthday is on <span class=""blank"">_____ _____ _____</span> March."	品詞:形容詞|単語:seventeenth
w1927-2	seventeenth	形容詞	17の番目の、１７日	seventeenth place	彼女は17位でゴールした。	She finished in <strong>seventeenth place</strong>.	"She finished in <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:seventeenth
w1927-3	seventeenth	形容詞	17の番目の、１７日	the seventeenth	今日は17日だから、テストは明日だ。	Today is <strong>the seventeenth</strong>, so the test is tomorrow.	"Today is <span class=""blank"">_____ _____</span>, so the test is tomorrow."	品詞:形容詞|単語:seventeenth
w1928-1	seventh	形容詞	７番めの	seventh month	７月は１年の７番目の月だ。	July is the <strong>seventh month</strong> of the year.	"July is the <span class=""blank"">_____ _____</span> of the year."	品詞:形容詞|単語:seventh
w1928-2	seventh	形容詞	７番めの	seventh floor	彼は７階に住んでいる。	He lives on the <strong>seventh floor</strong>.	"He lives on the <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:seventh
w1928-3	seventh	形容詞	７番めの	seventh person	彼女は７番目にゴールした人だった。	She was the <strong>seventh person</strong> to finish.	"She was the <span class=""blank"">_____ _____</span> to finish."	品詞:形容詞|単語:seventh
w1929-1	seventy	形容詞	70、70の	seventy years old	私の祖父は70歳だ。	My grandfather is <strong>seventy years old</strong>.	"My grandfather is <span class=""blank"">_____ _____ _____</span>."	品詞:形容詞|単語:seventy
w1929-2	seventy	形容詞	70、70の	seventy percent	地球の約70パーセントは水だ。	About <strong>seventy percent</strong> of the earth is water.	"About <span class=""blank"">_____ _____</span> of the earth is water."	品詞:形容詞|単語:seventy
w1929-3	seventy	形容詞	70、70の	Over seventy	70人以上がそのイベントに参加した。	<strong>Over seventy</strong> people joined the event.	"<span class=""blank"">_____ _____</span> people joined the event."	品詞:形容詞|単語:seventy
w1930-1	several	形容詞	いくつかの	several times	私はその博物館に何度か行ったことがある。	I have visited that museum <strong>several times</strong>.	"I have visited that museum <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:several
w1930-2	several	形容詞	いくつかの	several minutes	彼女は外で数分間待った。	She waited for <strong>several minutes</strong> outside.	"She waited for <span class=""blank"">_____ _____</span> outside."	品詞:形容詞|単語:several
w1930-3	several	形容詞	いくつかの	several ways	この問題を解く方法はいくつかある。	There are <strong>several ways</strong> to solve this problem.	"There are <span class=""blank"">_____ _____</span> to solve this problem."	品詞:形容詞|単語:several
w1931-1	severe	形容詞	厳しい	severe storm	その地域は激しい嵐に襲われた。	The region was hit by a <strong>severe storm</strong>.	"The region was hit by a <span class=""blank"">_____ _____</span>."	品詞:形容詞|単語:severe
w1931-2	severe	形容詞	厳しい	severe pain	彼は転倒後、激しい痛みを感じていた。	He was in <strong>severe pain</strong> after the fall.	"He was in <span class=""blank"">_____ _____</span> after the fall."	品詞:形容詞|単語:severe
w1931-3	severe	形容詞	厳しい	severe warning	先生はクラスに厳しい警告を与えた。	The teacher gave a <strong>severe warning</strong> to the class.	"The teacher gave a <span class=""blank"">_____ _____</span> to the class."	品詞:形容詞|単語:severe
w1932-1	shiny	形容詞	輝く、光る	shiny ring	彼女は指に輝く指輪をつけていた。	She wore a <strong>shiny ring</strong> on her finger.	"She wore a <span class=""blank"">_____ _____</span> on her finger."	品詞:形容詞|単語:shiny
w1932-2	shiny	形容詞	輝く、光る	shiny black	その猫はつやつやした黒い毛並みをしている。	The cat has <strong>shiny black</strong> fur.	"The cat has <span class=""blank"">_____ _____</span> fur."	品詞:形容詞|単語:shiny
w1932-3	shiny	形容詞	輝く、光る	looked shiny	彼の新しい靴はピカピカでいつもきれいだった。	His new shoes <strong>looked shiny</strong> and clean.	"His new shoes <span class=""blank"">_____ _____</span> and clean."	品詞:形容詞|単語:shiny
w1933-1	short	形容詞	短い､背が低い	short break	私たちは授業の合間に短い休憩をとった。	We took a <strong>short break</strong> between classes.	"We took a <span class=""blank"">_____ _____</span> between classes."	品詞:形容詞|単語:short
